run_id,N_params_B,D_tokens_B,val_loss,pred_pythia_law,pred_offset,pred_refit
cerebras_0.256B,0.256,1964.0,3.2928,2.400960256454556,3.5793579063275276,3.2796178791543245
cerebras_0.256B,0.256,1978.0,3.2982,2.4006654630810367,3.5790631129540085,3.2775733417403212
cerebras_0.256B,0.256,1993.0,3.2843,2.4003525623963773,3.578750212269349,3.2754032011250604
cerebras_0.256B,0.256,2007.0,3.2764,2.4000632295518693,3.578460879424841,3.273396498186259
cerebras_0.256B,0.256,2021.0,3.2644,2.399776468745375,3.578174118618347,3.2714076164211043
cerebras_0.256B,0.256,2036.0,3.2838,2.3994720332669437,3.5778696831399155,3.2692961296402494
cerebras_0.256B,0.256,2050.0,3.2779,2.3991904726237356,3.5775881224967074,3.2673432793234385
cerebras_0.256B,0.256,2050.0,3.2937,2.3991904726237356,3.5775881224967074,3.2673432793234385
cerebras_0.256B,0.256,2050.0,3.2596,2.3991904726237356,3.5775881224967074,3.2673432793234385
cerebras_0.256B,0.256,2050.0,3.2787,2.3991904726237356,3.5775881224967074,3.2673432793234385
cerebras_0.256B,0.256,2050.0,3.2598,2.3991904726237356,3.5775881224967074,3.2673432793234385
cerebras_0.59B,0.59,14.0,6.1868,2.7059061772729254,3.884303827145897,6.2075841895069
cerebras_0.59B,0.59,29.0,5.4588,2.596626310243846,3.7750239601168176,5.454056757688933
cerebras_0.59B,0.59,43.0,5.1068,2.54617384306878,3.724571492941752,5.105917031051835
cerebras_0.59B,0.59,57.0,4.9172,2.513341012851958,3.69173866272493,4.879261861596332
cerebras_0.59B,0.59,72.0,4.7094,2.488024385398206,3.666422035271178,4.704436385053116
cerebras_0.59B,0.59,86.0,4.5718,2.469848255986361,3.6482459058593326,4.578887381421857
cerebras_0.59B,0.59,100.0,4.4608,2.455113705134932,3.633511355007904,4.477089463958338
cerebras_0.59B,0.59,115.0,4.3643,2.4420043226785912,3.620401972551563,4.386502878310402
cerebras_0.59B,0.59,129.0,4.3373,2.4316064656834633,3.610004115556435,4.314641531339909
cerebras_0.59B,0.59,143.0,4.236,2.422561320458704,3.600958970331676,4.252120403860192
cerebras_0.59B,0.59,158.0,4.2008,2.4140494687809237,3.5924471186538955,4.193277936076325
cerebras_0.59B,0.59,172.0,4.1554,2.4069898548592716,3.5853875047322434,4.144469104258349
cerebras_0.59B,0.59,186.0,4.1158,2.4006299719900586,3.5790276218630304,4.100493552269612
cerebras_0.59B,0.59,201.0,4.0707,2.3944625338516365,3.5728601837246083,4.057844471029233
cerebras_0.59B,0.59,215.0,4.0159,2.3892157638472273,3.567613413720199,4.0215586774184695
cerebras_0.59B,0.59,229.0,3.9816,2.3843890638916023,3.562786713764574,3.988175271394037
cerebras_0.59B,0.59,244.0,3.9734,2.3796199004594856,3.5580175503324574,3.9551871778117405
cerebras_0.59B,0.59,258.0,3.9364,2.3754955960325193,3.553893245905491,3.9266573985586772
cerebras_0.59B,0.59,272.0,3.9147,2.3716482610382723,3.550045910911244,3.9000417244024383
cerebras_0.59B,0.59,287.0,3.881,2.3677978018878254,3.546195451760797,3.8734026472203738
cerebras_0.59B,0.59,301.0,3.8696,2.364429587581929,3.5428272374549006,3.8500984503969367
cerebras_0.59B,0.59,315.0,3.8147,2.3612561679783024,3.539653817851274,3.828140720708106
cerebras_0.59B,0.59,330.0,3.8084,2.3580504780369873,3.536448127909959,3.8059584167584006
cerebras_0.59B,0.59,344.0,3.7529,2.3552224365754477,3.5336200864484195,3.786388226519861
cerebras_0.59B,0.59,358.0,3.7741,2.352538014969475,3.530935664842447,3.7678109383361478
cerebras_0.59B,0.59,373.0,3.7599,2.349807056683648,3.52820470655662,3.7489106323286205
cerebras_0.59B,0.59,387.0,3.7409,2.3473820866193846,3.5257797364923564,3.732127172304682
cerebras_0.59B,0.59,401.0,3.7052,2.3450668880029037,3.5234645378758755,3.7161027195805794
cerebras_0.59B,0.59,416.0,3.6802,2.342698437174216,3.5210960870471877,3.69970893877479
cerebras_0.59B,0.59,430.0,3.6808,2.3405844758965735,3.5189821257695453,3.685076021579021
cerebras_0.59B,0.59,444.0,3.6708,2.338556830785009,3.5169544806579807,3.6710400111555392
cerebras_0.59B,0.59,459.0,3.6435,2.3364732386825464,3.514870888555518,3.6566161237932637
cerebras_0.59B,0.59,473.0,3.6593,2.334605715658105,3.513003365531077,3.6436874813657347
cerebras_0.59B,0.59,487.0,3.655,2.3328076413861463,3.511205291259118,3.6312391594049087
cerebras_0.59B,0.59,502.0,3.6134,2.330953129367408,3.5093507792403797,3.618399628946405
cerebras_0.59B,0.59,516.0,3.606,2.3292851483054653,3.507682798178437,3.6068511055959647
cerebras_0.59B,0.59,530.0,3.5918,2.3276741136491284,3.5060717635221,3.595696477438681
cerebras_0.59B,0.59,545.0,3.5857,2.3260073716115253,3.504405021484497,3.584155739334247
cerebras_0.59B,0.59,559.0,3.5691,2.324503884469947,3.502901534342919,3.5737450493528202
cerebras_0.59B,0.59,573.0,3.5612,2.3230478408693322,3.501445490742304,3.5636625569348066
cerebras_0.59B,0.59,588.0,3.5612,2.32153748924325,3.499935139116222,3.5532036704395074
cerebras_0.59B,0.59,602.0,3.5417,2.3201716697899077,3.4985693196628795,3.543745346014461
cerebras_0.59B,0.59,616.0,3.5382,2.318845915844081,3.497243565717053,3.5345642064721314
cerebras_0.59B,0.59,631.0,3.5235,2.3174676034801993,3.495865253353171,3.5250188049160163
cerebras_0.59B,0.59,645.0,3.5094,2.3162184986789924,3.4946161485519642,3.516367969778611
cerebras_0.59B,0.59,659.0,3.5001,2.315003625997276,3.493401275870248,3.5079539830708
cerebras_0.59B,0.59,674.0,3.4975,2.31373810740206,3.492135757275032,3.4991889887979815
cerebras_0.59B,0.59,688.0,3.4997,2.3125890646200564,3.490986714493028,3.4912304908942375
cerebras_0.59B,0.59,702.0,3.4954,2.311469568684594,3.4898672185575657,3.4834764411663626
cerebras_0.59B,0.59,717.0,3.4807,2.310301391151121,3.488699041024093,3.4753849936219234
cerebras_0.59B,0.59,731.0,3.4671,2.3092389743328265,3.4876366242057983,3.4680259156657587
cerebras_0.59B,0.59,745.0,3.4797,2.30820228911164,3.486599938984612,3.4608449000520367
cerebras_0.59B,0.59,760.0,3.4497,2.307118872698104,3.485516522571076,3.453339997897812
cerebras_0.59B,0.59,774.0,3.4467,2.306132096762308,3.4845297466352796,3.446504366461231
cerebras_0.59B,0.59,788.0,3.4478,2.3051679077314917,3.4835655576044635,3.439825047412967
cerebras_0.59B,0.59,803.0,3.4278,2.3041588857764332,3.482556535649405,3.4328349907385687
cerebras_0.59B,0.59,817.0,3.4083,2.3032386639648497,3.4816363138378215,3.426459956703829
cerebras_0.59B,0.59,831.0,3.4244,2.302338408992011,3.480736058864983,3.4202231123529594
cerebras_0.59B,0.59,846.0,3.4009,2.3013951458824042,3.479792795755376,3.4136881696544554
cerebras_0.59B,0.59,860.0,3.4062,2.300533883137579,3.4789315330105506,3.407721197713225
cerebras_0.59B,0.59,874.0,3.4045,2.299690383135096,3.478088033008068,3.4018771689531793
cerebras_0.59B,0.59,889.0,3.3934,2.2988056154096976,3.4772032652826694,3.3957470963866188
cerebras_0.59B,0.59,903.0,3.3985,2.297996904077097,3.476394553950069,3.39014386163948
cerebras_0.59B,0.59,917.0,3.3848,2.2972040851796236,3.4756017350525954,3.3846506316888876
cerebras_0.59B,0.59,932.0,3.3843,2.296371650183622,3.474769300056594,3.3788827973653204
cerebras_0.59B,0.59,946.0,3.3828,2.2956100388059717,3.4740076886789435,3.373605587051867
cerebras_0.59B,0.59,960.0,3.3547,2.2948627203070617,3.4732603701800335,3.3684273154803415
cerebras_0.59B,0.59,975.0,3.3613,2.2940773481177064,3.472474997990678,3.3629852610368527
cerebras_0.59B,0.59,989.0,3.3545,2.2933581633489006,3.4717558132218724,3.358001743391669
cerebras_0.59B,0.59,1003.0,3.3493,2.2926518936788147,3.4710495435517865,3.3531076321798534
cerebras_0.59B,0.59,1018.0,3.3408,2.291909045497205,3.470306695370177,3.3479599555058153
cerebras_0.59B,0.59,1032.0,3.3703,2.2912282532257997,3.4696259030987715,3.3432422196206675
cerebras_0.59B,0.59,1047.0,3.3317,2.2905118297520475,3.4689094796250193,3.3382774796087515
cerebras_0.59B,0.59,1061.0,3.3423,2.289854922727045,3.468252572600017,3.3337251027806856
cerebras_0.59B,0.59,1075.0,3.3376,2.289209018552725,3.467606668425697,3.32924890135859
cerebras_0.59B,0.59,1090.0,3.3177,2.288528820308104,3.466926470181076,3.324534957291248
cerebras_0.59B,0.59,1104.0,3.323,2.287904692366743,3.466302342239715,3.3202095218085566
cerebras_0.59B,0.59,1118.0,3.3145,2.2872906143348875,3.4656882642078592,3.31595366777748
cerebras_0.59B,0.59,1133.0,3.3082,2.286643502726574,3.4650411525995457,3.3114688019175764
cerebras_0.59B,0.59,1147.0,3.302,2.2860493497999723,3.464446999672944,3.3073509044808986
cerebras_0.59B,0.59,1161.0,3.2986,2.2854644082136755,3.4638620580866473,3.3032967856621562
cerebras_0.59B,0.59,1176.0,3.3141,2.2848476215170286,3.4632452713900004,3.2990218870999612
cerebras_0.59B,0.59,1190.0,3.301,2.284280972128404,3.4626786220013757,3.2950944250141783
cerebras_0.59B,0.59,1204.0,3.2799,2.2837227926051633,3.462120442478135,3.2912256103544935
cerebras_0.59B,0.59,1219.0,3.2931,2.28313388900104,3.461531538874012,3.2871437810993154
cerebras_0.59B,0.59,1233.0,3.2857,2.28259255458723,3.460990204460202,3.2833916087313337
cerebras_0.59B,0.59,1247.0,3.2804,2.282059031490263,3.460456681363235,3.2796935262608558
cerebras_0.59B,0.59,1262.0,3.2861,2.281495842361252,3.4598934922342237,3.275789758259778
cerebras_0.59B,0.59,1276.0,3.2593,2.280977876439457,3.459375526312429,3.272199404650526
cerebras_0.59B,0.59,1290.0,3.2627,2.280467134510512,3.4588647843834837,3.2686590761452985
cerebras_0.59B,0.59,1305.0,3.271,2.279927725871053,3.4583253757440247,3.26491998453983
cerebras_0.59B,0.59,1319.0,3.255,2.2794313902387784,3.45782904011175,3.2614794196447194
cerebras_0.59B,0.59,1333.0,3.2751,2.2789417527699394,3.457339402642911,3.258085240501293
cerebras_0.59B,0.59,1348.0,3.2562,2.2784243931992765,3.4568220430722483,3.254498841846774
cerebras_0.59B,0.59,1362.0,3.2515,2.2779481297721635,3.4563457796451353,3.251197281759029
cerebras_0.59B,0.59,1376.0,3.2527,2.2774780920325997,3.4558757419055715,3.2479388372045657
cerebras_0.59B,0.59,1391.0,3.2404,2.276981225846911,3.455378875719883,3.2444943639166315
cerebras_0.59B,0.59,1405.0,3.2433,2.276523633050219,3.454921282923191,3.241322107577902
cerebras_0.59B,0.59,1419.0,3.2329,2.2760718399672455,3.4544694898402173,3.23819001829816
cerebras_0.59B,0.59,1434.0,3.2286,2.275594064643425,3.453991714516397,3.2348777624990523
cerebras_0.59B,0.59,1448.0,3.2389,2.2751538775074445,3.4535515273804163,3.2318260540228207
cerebras_0.59B,0.59,1462.0,3.2335,2.2747191048156488,3.4531167546886206,3.228811845772216
cerebras_0.59B,0.59,1477.0,3.2243,2.2742591518886885,3.4526568017616603,3.2256230271577797
cerebras_0.59B,0.59,1491.0,3.2167,2.2738352251768768,3.4522328750498485,3.222683939124962
cerebras_0.59B,0.59,1505.0,3.2187,2.27341636341269,3.4518140132856616,3.2197799320139886
cerebras_0.59B,0.59,1520.0,3.2169,2.272973082228994,3.451370732101966,3.2167065854708357
cerebras_0.59B,0.59,1534.0,3.2201,2.272564376064663,3.450962025937635,3.213872919504309
cerebras_0.59B,0.59,1548.0,3.2002,2.272160416909724,3.450558066782696,3.211072133530439
cerebras_0.59B,0.59,1563.0,3.1932,2.2717327607425077,3.4501304106154795,3.208107013088675
cerebras_0.59B,0.59,1577.0,3.228,2.2713383283059887,3.4497359781789605,3.2053722147468875
cerebras_0.59B,0.59,1591.0,3.2009,2.270948352880434,3.4493460027534057,3.2026682888109663
cerebras_0.59B,0.59,1606.0,3.1972,2.2705353670096877,3.4489330168826595,3.199804785183892
cerebras_0.59B,0.59,1620.0,3.1994,2.2701543439606593,3.448551993833631,3.1971628707858524
cerebras_0.59B,0.59,1634.0,3.2034,2.2697775127439095,3.4481751626168813,3.1945499929645647
cerebras_0.59B,0.59,1649.0,3.1978,2.2693783241789505,3.4477759740519223,3.1917820624489046
cerebras_0.59B,0.59,1663.0,3.1835,2.269009919523649,3.4474075693966206,3.189227555892467
cerebras_0.59B,0.59,1677.0,3.175,2.2686454636404902,3.447043113513462,3.1867004031537496
cerebras_0.59B,0.59,1692.0,3.1745,2.2682592722227297,3.4466569220957015,3.184022506076145
cerebras_0.59B,0.59,1706.0,3.1884,2.2679027603972153,3.446300410270187,3.181550384067246
cerebras_0.59B,0.59,1720.0,3.1934,2.2675499740547167,3.4459476239276885,3.1791040699456308
cerebras_0.59B,0.59,1735.0,3.179,2.2671760447256495,3.4455736945986213,3.1765111171686735
cerebras_0.59B,0.59,1749.0,3.1705,2.2668307587072825,3.4452284085802543,3.1741167615624954
cerebras_0.59B,0.59,1763.0,3.1772,2.2664889926061877,3.4448866424791595,3.1717467905747716
cerebras_0.59B,0.59,1778.0,3.1876,2.266126648663497,3.444524298536469,3.1692340968377843
cerebras_0.59B,0.59,1792.0,3.1692,2.265791973955604,3.4441896238285756,3.166913253019798
cerebras_0.59B,0.59,1806.0,3.1824,2.265460629530415,3.4438582794033867,3.1646154808128535
cerebras_0.59B,0.59,1821.0,3.1829,2.2651092467255487,3.4435068965985205,3.1621787238932875
cerebras_0.59B,0.59,1835.0,3.1523,2.2647846160867124,3.4431822659596842,3.1599274643110906
cerebras_0.59B,0.59,1849.0,3.1565,2.2644631404533877,3.4428607903263595,3.1576980627045197
cerebras_0.59B,0.59,1864.0,3.1721,2.2641221418086093,3.442519791681581,3.155333247556257
cerebras_0.59B,0.59,1878.0,3.1519,2.2638070306194735,3.4422046804924453,3.1531479396613467
cerebras_0.59B,0.59,1892.0,3.1457,2.2634949121296866,3.4418925620026584,3.150983365886014
cerebras_0.59B,0.59,1907.0,3.15,2.2631637633726487,3.4415614132456205,3.1486867930494356
cerebras_0.59B,0.59,1921.0,3.1455,2.2628576855505647,3.4412553354235365,3.146564071028836
cerebras_0.59B,0.59,1935.0,3.146,2.2625544498678476,3.4409520997408194,3.1444610405756688
cerebras_0.59B,0.59,1950.0,3.1423,2.2622326553981043,3.440630305271076,3.1422292782676107
cerebras_0.59B,0.59,1964.0,3.1423,2.261935159784272,3.4403328096572436,3.1401660180441286
cerebras_0.59B,0.59,1978.0,3.1537,2.2616403664107527,3.4400380162837245,3.1381214806301254
cerebras_0.59B,0.59,1993.0,3.1461,2.2613274657260933,3.439725115599065,3.1359513400148646
cerebras_0.59B,0.59,2007.0,3.1269,2.2610381328815854,3.439435782754557,3.133944637076063
cerebras_0.59B,0.59,2021.0,3.1323,2.260751372075091,3.439149021948063,3.1319557553109085
cerebras_0.59B,0.59,2036.0,3.1495,2.2604469365966597,3.4388445864696315,3.1298442685300536
cerebras_0.59B,0.59,2050.0,3.1126,2.260165375953452,3.438563025826424,3.1278914182132427
cerebras_0.59B,0.59,2050.0,3.1164,2.260165375953452,3.438563025826424,3.1278914182132427
cerebras_0.59B,0.59,2050.0,3.1376,2.260165375953452,3.438563025826424,3.1278914182132427
cerebras_0.59B,0.59,2050.0,3.1288,2.260165375953452,3.438563025826424,3.1278914182132427
cerebras_0.59B,0.59,2050.0,3.1422,2.260165375953452,3.438563025826424,3.1278914182132427
cerebras_1.3B,1.3,14.0,6.0969,2.6061505721262908,3.7845482219992626,6.1074305376486295
cerebras_1.3B,1.3,29.0,5.3885,2.496870705097211,3.675268354970183,5.353903105830663
cerebras_1.3B,1.3,43.0,5.0169,2.4464182379221455,3.6248158877951173,5.005763379193565
cerebras_1.3B,1.3,57.0,4.7769,2.413585407705323,3.591983057578295,4.779108209738061
cerebras_1.3B,1.3,72.0,4.6097,2.3882687802515714,3.566666430124543,4.604282733194846
cerebras_1.3B,1.3,86.0,4.4793,2.370092650839726,3.548490300712698,4.4787337295635865
cerebras_1.3B,1.3,100.0,4.3778,2.3553580999882975,3.5337557498612693,4.3769358121000685
cerebras_1.3B,1.3,115.0,4.2916,2.3422487175319566,3.5206463674049284,4.286349226452133
cerebras_1.3B,1.3,129.0,4.227,2.3318508605368287,3.5102485104098005,4.21448787948164
cerebras_1.3B,1.3,143.0,4.1514,2.3228057153120694,3.501203365185041,4.151966752001922
cerebras_1.3B,1.3,158.0,4.1002,2.3142938636342887,3.4926915135072605,4.093124284218055
cerebras_1.3B,1.3,172.0,4.0331,2.307234249712637,3.485631899585609,4.044315452400079
cerebras_1.3B,1.3,186.0,3.9819,2.300874366843424,3.4792720167163957,4.000339900411342
cerebras_1.3B,1.3,201.0,3.9704,2.2947069287050015,3.4731045785779733,3.9576908191709625
cerebras_1.3B,1.3,215.0,3.905,2.2894601587005927,3.4678578085735645,3.9214050255601993
cerebras_1.3B,1.3,229.0,3.8784,2.2846334587449677,3.4630311086179395,3.888021619535767
cerebras_1.3B,1.3,244.0,3.8654,2.279864295312851,3.4582619451858227,3.8550335259534703
cerebras_1.3B,1.3,258.0,3.8059,2.275739990885884,3.454137640758856,3.826503746700407
cerebras_1.3B,1.3,272.0,3.7907,2.2718926558916377,3.4502903057646095,3.799888072544168
cerebras_1.3B,1.3,287.0,3.772,2.268042196741191,3.4464398466141626,3.7732489953621036
cerebras_1.3B,1.3,301.0,3.7751,2.264673982435294,3.443071632308266,3.7499447985386665
cerebras_1.3B,1.3,315.0,3.7297,2.261500562831668,3.4398982127046396,3.7279870688498358
cerebras_1.3B,1.3,330.0,3.6846,2.2582948728903527,3.4366925227633245,3.7058047649001304
cerebras_1.3B,1.3,344.0,3.6748,2.255466831428813,3.433864481301785,3.686234574661591
cerebras_1.3B,1.3,358.0,3.6764,2.2527824098228404,3.431180059695812,3.6676572864778776
cerebras_1.3B,1.3,373.0,3.6422,2.2500514515370136,3.4284491014099854,3.6487569804703504
cerebras_1.3B,1.3,387.0,3.625,2.24762648147275,3.426024131345722,3.6319735204464116
cerebras_1.3B,1.3,401.0,3.6149,2.245311282856269,3.423708932729241,3.615949067722309
cerebras_1.3B,1.3,416.0,3.6031,2.2429428320275813,3.421340481900553,3.59955528691652
cerebras_1.3B,1.3,430.0,3.6046,2.240828870749939,3.4192265206229107,3.5849223697207506
cerebras_1.3B,1.3,444.0,3.573,2.2388012256383742,3.417198875511346,3.570886359297269
cerebras_1.3B,1.3,459.0,3.5631,2.236717633535912,3.4151152834088836,3.5564624719349935
cerebras_1.3B,1.3,473.0,3.5374,2.2348501105114704,3.413247760384442,3.5435338295074645
cerebras_1.3B,1.3,487.0,3.541,2.2330520362395117,3.4114496861124834,3.5310855075466385
cerebras_1.3B,1.3,502.0,3.5013,2.2311975242207733,3.409595174093745,3.5182459770881347
cerebras_1.3B,1.3,516.0,3.5101,2.2295295431588307,3.4079271930318025,3.5066974537376945
cerebras_1.3B,1.3,530.0,3.511,2.2279185085024937,3.4063161583754655,3.4955428255804106
cerebras_1.3B,1.3,545.0,3.4765,2.2262517664648906,3.4046494163378624,3.484002087475977
cerebras_1.3B,1.3,559.0,3.4749,2.2247482793233124,3.4031459291962842,3.47359139749455
cerebras_1.3B,1.3,573.0,3.4807,2.2232922357226976,3.4016898855956694,3.4635089050765364
cerebras_1.3B,1.3,588.0,3.4531,2.2217818840966155,3.4001795339695873,3.453050018581237
cerebras_1.3B,1.3,602.0,3.4498,2.220416064643273,3.398813714516245,3.443591694156191
cerebras_1.3B,1.3,616.0,3.4198,2.2190903106974464,3.3974879605704182,3.4344105546138612
cerebras_1.3B,1.3,631.0,3.4372,2.2177119983335647,3.3961096482065365,3.424865153057746
cerebras_1.3B,1.3,645.0,3.4189,2.216462893532358,3.3948605434053296,3.416214317920341
cerebras_1.3B,1.3,659.0,3.4079,2.2152480208506415,3.3936456707236133,3.40780033121253
cerebras_1.3B,1.3,674.0,3.4168,2.2139825022554254,3.392380152128397,3.3990353369397113
cerebras_1.3B,1.3,688.0,3.3716,2.212833459473422,3.3912311093463936,3.3910768390359673
cerebras_1.3B,1.3,702.0,3.3877,2.2117139635379592,3.390111613410931,3.3833227893080924
cerebras_1.3B,1.3,717.0,3.3874,2.2105457860044866,3.3889434358774584,3.3752313417636532
cerebras_1.3B,1.3,731.0,3.3717,2.209483369186192,3.3878810190591637,3.3678722638074885
cerebras_1.3B,1.3,745.0,3.3738,2.2084466839650054,3.3868443338379772,3.3606912481937665
cerebras_1.3B,1.3,760.0,3.366,2.2073632675514694,3.385760917424441,3.353186346039542
cerebras_1.3B,1.3,774.0,3.3442,2.206376491615673,3.384774141488645,3.346350714602961
cerebras_1.3B,1.3,788.0,3.3481,2.205412302584857,3.383809952457829,3.3396713955546966
cerebras_1.3B,1.3,803.0,3.3334,2.2044032806297986,3.3828009305027704,3.3326813388802985
cerebras_1.3B,1.3,817.0,3.314,2.2034830588182146,3.3818807086911864,3.326306304845559
cerebras_1.3B,1.3,831.0,3.3248,2.2025828038453765,3.3809804537183483,3.320069460494689
cerebras_1.3B,1.3,846.0,3.3104,2.2016395407357696,3.3800371906087414,3.3135345177961852
cerebras_1.3B,1.3,860.0,3.3063,2.200778277990944,3.379175927863916,3.3075675458549547
cerebras_1.3B,1.3,874.0,3.3134,2.1999347779884615,3.3783324278614333,3.301723517094909
cerebras_1.3B,1.3,889.0,3.2935,2.199050010263063,3.377447660136035,3.2955934445283486
cerebras_1.3B,1.3,903.0,3.2618,2.1982412989304625,3.3766389488034343,3.2899902097812097
cerebras_1.3B,1.3,917.0,3.2803,2.197448480032989,3.375846129905961,3.2844969798306174
cerebras_1.3B,1.3,932.0,3.2939,2.1966160450369876,3.3750136949099594,3.27872914550705
cerebras_1.3B,1.3,946.0,3.2744,2.195854433659337,3.374252083532309,3.273451935193597
cerebras_1.3B,1.3,960.0,3.2638,2.195107115160427,3.373504765033399,3.2682736636220713
cerebras_1.3B,1.3,975.0,3.2676,2.1943217429710717,3.3727193928440435,3.2628316091785825
cerebras_1.3B,1.3,989.0,3.2525,2.193602558202266,3.372000208075238,3.2578480915333987
cerebras_1.3B,1.3,1003.0,3.2441,2.19289628853218,3.371293938405152,3.2529539803215832
cerebras_1.3B,1.3,1018.0,3.2401,2.1921534403505705,3.3705510902235423,3.247806303647545
cerebras_1.3B,1.3,1032.0,3.247,2.191472648079165,3.369870297952137,3.2430885677623973
cerebras_1.3B,1.3,1047.0,3.2368,2.190756224605413,3.3691538744783847,3.2381238277504814
cerebras_1.3B,1.3,1061.0,3.1999,2.1900993175804104,3.3684969674533822,3.2335714509224154
cerebras_1.3B,1.3,1075.0,3.2125,2.1894534134060906,3.3678510632790624,3.22909524950032
cerebras_1.3B,1.3,1090.0,3.2229,2.1887732151614694,3.367170865034441,3.2243813054329777
cerebras_1.3B,1.3,1104.0,3.199,2.1881490872201086,3.3665467370930804,3.2200558699502864
cerebras_1.3B,1.3,1118.0,3.238,2.187535009188253,3.3659326590612246,3.2158000159192097
cerebras_1.3B,1.3,1133.0,3.2022,2.1868878975799393,3.365285547452911,3.2113151500593062
cerebras_1.3B,1.3,1147.0,3.2104,2.1862937446533373,3.364691394526309,3.2071972526226284
cerebras_1.3B,1.3,1161.0,3.1955,2.185708803067041,3.3641064529400126,3.203143133803886
cerebras_1.3B,1.3,1176.0,3.2036,2.185092016370394,3.3634896662433658,3.198868235241691
cerebras_1.3B,1.3,1190.0,3.2029,2.1845253669817692,3.362923016854741,3.194940773155908
cerebras_1.3B,1.3,1204.0,3.1901,2.1839671874585287,3.3623648373315005,3.1910719584962233
cerebras_1.3B,1.3,1219.0,3.1992,2.1833782838544056,3.3617759337273774,3.186990129241045
cerebras_1.3B,1.3,1233.0,3.1741,2.1828369494405955,3.3612345993135673,3.1832379568730635
cerebras_1.3B,1.3,1247.0,3.1756,2.1823034263436285,3.3607010762166003,3.1795398744025856
cerebras_1.3B,1.3,1262.0,3.1774,2.1817402372146173,3.360137887087589,3.175636106401508
cerebras_1.3B,1.3,1276.0,3.1684,2.1812222712928224,3.359619921165794,3.172045752792256
cerebras_1.3B,1.3,1290.0,3.1675,2.1807115293638772,3.359109179236849,3.1685054242870283
cerebras_1.3B,1.3,1305.0,3.1656,2.1801721207244182,3.35856977059739,3.16476633268156
cerebras_1.3B,1.3,1319.0,3.1615,2.1796757850921438,3.3580734349651156,3.1613257677864492
cerebras_1.3B,1.3,1333.0,3.1906,2.1791861476233048,3.3575837974962766,3.157931588643023
cerebras_1.3B,1.3,1348.0,3.1606,2.178668788052642,3.3570664379256137,3.1543451899885038
cerebras_1.3B,1.3,1362.0,3.1238,2.178192524625529,3.3565901744985007,3.1510436299007587
cerebras_1.3B,1.3,1376.0,3.1546,2.177722486885965,3.356120136758937,3.1477851853462955
cerebras_1.3B,1.3,1391.0,3.1348,2.1772256207002765,3.3556232705732483,3.1443407120583613
cerebras_1.3B,1.3,1405.0,3.1366,2.1767680279035844,3.355165677776556,3.1411684557196318
cerebras_1.3B,1.3,1419.0,3.1351,2.176316234820611,3.3547138846935827,3.1380363664398896
cerebras_1.3B,1.3,1434.0,3.1186,2.1758384594967906,3.3542361093697624,3.134724110640782
cerebras_1.3B,1.3,1448.0,3.1289,2.17539827236081,3.3537959222337816,3.1316724021645506
cerebras_1.3B,1.3,1462.0,3.1598,2.174963499669014,3.353361149541986,3.128658193913946
cerebras_1.3B,1.3,1477.0,3.1217,2.174503546742054,3.3529011966150257,3.1254693752995095
cerebras_1.3B,1.3,1491.0,3.1099,2.174079620030242,3.352477269903214,3.122530287266692
cerebras_1.3B,1.3,1505.0,3.1309,2.173660758266055,3.352058408139027,3.1196262801557184
cerebras_1.3B,1.3,1520.0,3.1157,2.1732174770823596,3.3516151269553314,3.1165529336125655
cerebras_1.3B,1.3,1534.0,3.1022,2.1728087709180284,3.351206420791,3.113719267646039
cerebras_1.3B,1.3,1548.0,3.1116,2.1724048117630894,3.350802461636061,3.1109184816721687
cerebras_1.3B,1.3,1563.0,3.105,2.171977155595873,3.350374805468845,3.107953361230405
cerebras_1.3B,1.3,1577.0,3.1072,2.1715827231593536,3.3499803730323254,3.1052185628886173
cerebras_1.3B,1.3,1591.0,3.0972,2.1711927477337993,3.349590397606771,3.102514636952696
cerebras_1.3B,1.3,1606.0,3.0945,2.170779761863053,3.349177411736025,3.099651133325622
cerebras_1.3B,1.3,1620.0,3.0982,2.1703987388140247,3.3487963886869965,3.097009218927582
cerebras_1.3B,1.3,1634.0,3.0938,2.170021907597275,3.3484195574702467,3.0943963411062945
cerebras_1.3B,1.3,1649.0,3.086,2.169622719032316,3.3480203689052876,3.0916284105906344
cerebras_1.3B,1.3,1663.0,3.0976,2.169254314377014,3.347651964249986,3.089073904034197
cerebras_1.3B,1.3,1677.0,3.0616,2.1688898584938556,3.3472875083668274,3.0865467512954794
cerebras_1.3B,1.3,1692.0,3.0947,2.168503667076095,3.346901316949067,3.083868854217875
cerebras_1.3B,1.3,1706.0,3.076,2.1681471552505807,3.3465448051235525,3.081396732208976
cerebras_1.3B,1.3,1720.0,3.068,2.167794368908082,3.346192018781054,3.0789504180873606
cerebras_1.3B,1.3,1735.0,3.0702,2.167420439579015,3.3458180894519867,3.0763574653104033
cerebras_1.3B,1.3,1749.0,3.0621,2.1670751535606483,3.34547280343362,3.0739631097042253
cerebras_1.3B,1.3,1763.0,3.0725,2.166733387459553,3.345131037332525,3.0715931387165014
cerebras_1.3B,1.3,1778.0,3.0765,2.166371043516863,3.3447686933898346,3.069080444979514
cerebras_1.3B,1.3,1792.0,3.068,2.166036368808969,3.344434018681941,3.066759601161528
cerebras_1.3B,1.3,1806.0,3.0644,2.1657050243837803,3.344102674256752,3.0644618289545833
