ind_i,ind_j,dim_i,dim_j,conflict_rate_balanced,lift_vs_independence,spearman,rate_github,rate_arxiv
qurater,rps_lines_ending_with_terminal_punctution_mark,D1语义价值,D4统计启发式,0.05921729195761782,0.47373833566094253,0.3447616883786223,0.06467666575052024,0.05375791816469783
qurater,rps_doc_frac_no_alph_words,D1语义价值,D4统计启发式,0.05859950608556749,0.46879604868453995,0.284347723585404,0.07405571479052966,0.04314329738058552
dsir_math,rps_lines_ending_with_terminal_punctution_mark,D3参考域相似,D4统计启发式,0.05692024656759818,0.4553619725407854,0.34038645324240885,0.06390612116690879,0.049934371968270275
modernbert_reasoning,ad_en,D1语义价值,D2语言规范,0.05577357978499716,0.4461886382799773,0.2362809126774878,0.05145470964702187,0.060092449922958396
dsir_books,rps_lines_ending_with_terminal_punctution_mark,D3参考域相似,D4统计启发式,0.055172579119487655,0.44138063295590124,0.35694893761158125,0.061609211197926894,0.048735947041031784
dsir_wiki,rps_lines_ending_with_terminal_punctution_mark,D3参考域相似,D4统计启发式,0.05501615213630512,0.44012921709044095,0.3586539684556947,0.061182221524205896,0.048850082748387834
modernbert_readability,rps_lines_ending_with_terminal_punctution_mark,D2语言规范,D4统计启发式,0.05342383278443509,0.4273906622754807,0.38155069321056645,0.06598708233538812,0.04086058323346459
modernbert_readability,rps_doc_frac_no_alph_words,D2语言规范,D4统计启发式,0.04959914118090838,0.396793129447267,0.31920056949848424,0.08384702972240764,0.015351252639388233
modernbert_professionalism,ad_en,D1语义价值,D2语言规范,0.04868146199004707,0.38945169592037654,0.21726035894768952,0.06255153323648356,0.034811390743594135
dsir_math,rps_doc_frac_no_alph_words,D3参考域相似,D4统计启发式,0.04849969894910008,0.3879975915928006,0.2770442100099069,0.0928334445796851,0.004165953318495692
dsir_books,rps_doc_frac_no_alph_words,D3参考域相似,D4统计启发式,0.04663588716494431,0.3730870973195545,0.31071951258661373,0.08933409242608661,0.0039376819037835985
dsir_wiki,rps_doc_frac_no_alph_words,D3参考域相似,D4统计启发式,0.04648191414540388,0.37185531316323106,0.3120646499088298,0.08891201067964977,0.004051817611139645
rps_doc_frac_no_alph_words,rps_lines_ending_with_terminal_punctution_mark,D4统计启发式,D4统计启发式,0.045284767665579706,0.36227814132463765,0.41959972335021545,0.04868173073147748,0.04188780459966901
modernbert_cleanliness,ad_en,D2语言规范,D2语言规范,0.04025313669461881,0.32202509355695047,0.3400156112552741,0.02874573010326279,0.05176054328596701
fluency_en,ad_en,D2语言规范,D2语言规范,0.0402115845627796,0.3216926765022368,0.45692482128967465,0.021928619105579333,0.05849455001997375
fineweb_edu,modernbert_professionalism,D1语义价值,D1语义价值,0.018999089129253875,0.151992713034031,0.5858190397835151,0.012431779810750323,0.02556639844775438
fineweb_edu,rps_doc_unigram_entropy,D1语义价值,D4统计启发式,0.014911775101381555,0.11929420081105244,0.6832367374556869,0.006311594487416075,0.023511955715345544
modernbert_professionalism,modernbert_readability,D1语义价值,D2语言规范,0.012194817362332999,0.09755853889866399,0.5447321484594937,0.02307707409007028,0.001312560634594533
fineweb_edu,modernbert_reasoning,D1语义价值,D1语义价值,0.01124129514970735,0.0899303611976588,0.6839921482179518,0.0013104165848678785,0.021172173714546594
fineweb_edu,modernbert_cleanliness,D1语义价值,D2语言规范,0.011140652811343377,0.08912522249074702,0.536643680129464,0.004019592445718324,0.018261713176967415
modernbert_professionalism,dsir_books,D1语义价值,D3参考域相似,0.008317621328012502,0.06654097062410001,0.6159015009219296,0.004137382700537909,0.012497859955487075
modernbert_professionalism,dsir_wiki,D1语义价值,D3参考域相似,0.007873740855752438,0.0629899268460195,0.6184901276119933,0.0034208253170521026,0.012326656394453005
fluency_en,modernbert_readability,D2语言规范,D2语言规范,0.007780453546234471,0.06224362836987577,0.612761548126469,0.011509089481330245,0.004051817611139645
fineweb_edu,modernbert_readability,D1语义价值,D2语言规范,0.007192914039954713,0.057543312319637704,0.6203397975908488,0.008736110565785857,0.005649717514124294
modernbert_readability,rps_doc_unigram_entropy,D2语言规范,D4统计启发式,0.007184948426077955,0.05747958740862364,0.6246216069364553,0.011288232753543523,0.0030816640986132513
fineweb_edu,fluency_en,D1语义价值,D2语言规范,0.007155666112450216,0.057245328899601725,0.581273756020699,0.004495661392280812,0.009815670832619985
fluency_en,dsir_books,D2语言规范,D3参考域相似,0.007078732398679192,0.056629859189433536,0.5784496808859301,0.0038281832816364995,0.010329281515722193
fluency_en,dsir_wiki,D2语言规范,D3参考域相似,0.006779348834346106,0.05423479067476885,0.5801837361425549,0.0032294161529702776,0.010329281515722193
fineweb_edu,dsir_books,D1语义价值,D3参考域相似,0.006609632804089062,0.05287706243271249,0.6226607690681699,0.003631866190270525,0.009587399417907892
fineweb_edu,dsir_wiki,D1语义价值,D3参考域相似,0.006373425604539602,0.050987404836316814,0.6233360318602627,0.0032735874985276216,0.009473263710551846
qurater,rps_doc_unigram_entropy,D1语义价值,D4统计启发式,0.006337137247820461,0.05069709798256369,0.6415984598665135,0.0039999607365817265,0.008674313759059521
fluency_en,rps_doc_unigram_entropy,D2语言规范,D4统计启发式,0.006195562605448523,0.04956450084358818,0.5756033212802597,0.005143507793788527,0.0072476174171089425
modernbert_cleanliness,dsir_books,D2语言规范,D3参考域相似,0.005267601638829897,0.04214081311063918,0.6989812753417636,0.0011190074207860536,0.009416195856873822
fineweb_edu,qurater,D1语义价值,D1语义价值,0.0052171105981702855,0.041736884785362284,0.6359710396783465,0.0026159252424516077,0.007818295953889174
modernbert_cleanliness,dsir_wiki,D2语言规范,D3参考域相似,0.0051458170935920556,0.041166536748736444,0.7006168442877262,0.0009325061839883781,0.009359128003195799
fineweb_edu,dsir_math,D1语义价值,D3参考域相似,0.004985524378949403,0.039884195031595224,0.6461143345844859,0.002095684950331776,0.007875363807567197
fluency_en,dsir_math,D2语言规范,D3参考域相似,0.0039501858729503805,0.031601486983603044,0.6242832274516026,0.0006527543287918646,0.0072476174171089425
dsir_books,rps_doc_unigram_entropy,D3参考域相似,D4统计启发式,0.0038544812909094756,0.030835850327275805,0.763645188324605,0.00046134516471003966,0.0072476174171089425
dsir_wiki,rps_doc_unigram_entropy,D3参考域相似,D4统计启发式,0.0038234934004283895,0.030587947203427116,0.7642649919374769,0.0004564372374258903,0.007190549563430919
qurater,dsir_books,D1语义价值,D3参考域相似,0.0036577188645904447,0.029261750916723558,0.7180690245117032,0.0012662452393105343,0.006049192489870456
qurater,dsir_wiki,D1语义价值,D3参考域相似,0.003512935009708051,0.028103480077664406,0.7201247354510644,0.0009766775295457222,0.006049192489870456
modernbert_cleanliness,rps_doc_unigram_entropy,D2语言规范,D4统计启发式,0.003505619052701425,0.0280449524216114,0.5539820422497597,0.005869881031842632,0.0011413570735604635
modernbert_reasoning,modernbert_readability,D1语义价值,D2语言规范,0.0028470431597595798,0.022776345278076638,0.668447423576917,0.004495661392280812,0.0011984249272384865
modernbert_professionalism,fluency_en,D1语义价值,D2语言规范,0.0028259767158450876,0.0226078137267607,0.6279742779126787,0.0035975106992814795,0.002054442732408834
modernbert_reasoning,dsir_books,D1语义价值,D3参考域相似,0.0027711585038920827,0.02216926803113666,0.7458609974955074,6.380305469394165e-05,0.005478513953090224
modernbert_reasoning,dsir_wiki,D1语义价值,D3参考域相似,0.002756434722039636,0.022051477776317087,0.7472689530645608,3.435549098904551e-05,0.005478513953090224
qurater,modernbert_professionalism,D1语义价值,D1语义价值,0.0025433553910928055,0.020346843128742444,0.6660942896791104,0.0013202324394361773,0.003766478342749529
modernbert_professionalism,modernbert_cleanliness,D1语义价值,D2语言规范,0.00244078018699839,0.01952624149598712,0.5670785384015161,0.004824492520318819,5.706785367802317e-05
modernbert_readability,dsir_books,D2语言规范,D3参考域相似,0.0024115438072900806,0.019292350458320645,0.7499959931280933,0.0029398484432054655,0.0018832391713747645
modernbert_readability,dsir_wiki,D2语言规范,D3参考域相似,0.002395906388571749,0.019167251108573993,0.750084551237476,0.002851505752090777,0.0019403070250527878
qurater,dsir_math,D1语义价值,D3参考域相似,0.0023164429481996604,0.018531543585597283,0.7476139175785191,0.00018159330951352624,0.004451292586885807
modernbert_readability,dsir_math,D2语言规范,D3参考域相似,0.0018721929039457017,0.014977543231565613,0.7653580518236625,0.002660096588008952,0.0010842892198824402
modernbert_professionalism,dsir_math,D1语义价值,D3参考域相似,0.0018337145635802512,0.01466971650864201,0.6731905863223301,0.0010993757116494563,0.0025680534155110425
modernbert_cleanliness,dsir_math,D2语言规范,D3参考域相似,0.001241969582885525,0.0099357566630842,0.7292497802234916,0.00020122501865012368,0.002282714147120927
modernbert_reasoning,fluency_en,D1语义价值,D2语言规范,0.001227245801033077,0.009817966408264616,0.6701379255390804,0.00017177745494522753,0.002282714147120927
qurater,modernbert_readability,D1语义价值,D2语言规范,0.0010797967985120098,0.008638374388096079,0.7934599793822057,0.0017030507675998272,0.00045654282942418536
dsir_math,rps_doc_unigram_entropy,D3参考域相似,D4统计启发式,0.0008461491546029019,0.006769193236823215,0.8036584707211359,0.00043680552828929286,0.0012554927809165098
modernbert_readability,modernbert_cleanliness,D2语言规范,D2语言规范,0.0006082960362789434,0.004866368290231547,0.8149793487053439,0.0010453885115238133,0.0001712035610340695
qurater,modernbert_reasoning,D1语义价值,D1语义价值,0.00054214460994122,0.00433715687952976,0.7859827645430381,0.0,0.0010842892198824402
modernbert_reasoning,rps_doc_unigram_entropy,D1语义价值,D4统计启发式,0.00043469130760194594,0.0034775304608155675,0.8400369005104339,0.0005840433468137736,0.00028533926839011586
modernbert_professionalism,rps_doc_unigram_entropy,D1语义价值,D4统计启发式,0.0003791637807001127,0.0030333102456009016,0.8430072227493876,0.0005300561466881307,0.00022827141471209268
modernbert_reasoning,dsir_math,D1语义价值,D3参考域相似,0.0003758489761912999,0.0030067918095303993,0.7891969641893848,9.815854568298715e-06,0.0007418820978143012
fluency_en,modernbert_cleanliness,D2语言规范,D2语言规范,0.0003638661049365059,0.002910928839492047,0.6684789951267326,0.00015705367309277945,0.0005706785367802317
qurater,fluency_en,D1语义价值,D2语言规范,0.0001672092706158048,0.0013376741649264385,0.694879309364206,4.907927284149358e-05,0.00028533926839011586
qurater,modernbert_cleanliness,D1语义价值,D2语言规范,3.0987890481086255e-05,0.00024790312384869004,0.824610590817603,4.907927284149358e-06,5.706785367802317e-05
modernbert_reasoning,modernbert_professionalism,D1语义价值,D1语义价值,2.2085672778672107e-05,0.00017668538222937686,0.8175740262289221,4.417134555734422e-05,0.0
modernbert_reasoning,modernbert_cleanliness,D1语义价值,D2语言规范,0.0,0.0,0.6979387396093881,0.0,0.0
dsir_wiki,dsir_math,D3参考域相似,D3参考域相似,0.0,0.0,0.9918792834093498,0.0,0.0
dsir_books,dsir_math,D3参考域相似,D3参考域相似,0.0,0.0,0.9916600113010229,0.0,0.0
dsir_books,dsir_wiki,D3参考域相似,D3参考域相似,0.0,0.0,0.9997056412078035,0.0,0.0
