model_dir,task,acc
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_movie_recommendation,0.624
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_navigate,0.46
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_object_counting,0.244
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_penguins_in_a_table,0.4794520547945205
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_reasoning_about_colored_objects,0.488
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_ruin_names,0.492
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_salient_translation_error_detection,0.472
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_snarks,0.47752808988764045
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_sports_understanding,0.632
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_temporal_sequences,0.188
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_tracking_shuffled_objects_five_objects,0.144
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.14
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_tracking_shuffled_objects_three_objects,0.36
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_bbh_web_of_lies,0.5
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_gpqa_diamond,0.2676767676767677
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_gpqa_extended,0.2838827838827839
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_gpqa_main,0.25
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_math_algebra_hard,0.250814332247557
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_math_counting_and_prob_hard,0.08943089430894309
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_math_geometry_hard,0.06818181818181818
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_math_intermediate_algebra_hard,0.02142857142857143
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_math_num_theory_hard,0.07792207792207792
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_math_prealgebra_hard,0.25906735751295334
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_math_precalculus_hard,0.044444444444444446
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_musr_murder_mysteries,0.528
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_musr_object_placements,0.29296875
BlackBeenie_Neos-Llama-3.1-8B,leaderboard_musr_team_allocation,0.304
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_boolean_expressions,0.46
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_causal_judgement,0.5187165775401069
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_date_understanding,0.192
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_disambiguation_qa,0.312
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_formal_fallacies,0.468
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_geometric_shapes,0.032
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_hyperbaton,0.484
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_logical_deduction_five_objects,0.212
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_logical_deduction_seven_objects,0.156
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_logical_deduction_three_objects,0.32
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_movie_recommendation,0.252
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_navigate,0.42
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_object_counting,0.04
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_penguins_in_a_table,0.2534246575342466
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_reasoning_about_colored_objects,0.044
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_ruin_names,0.28
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_salient_translation_error_detection,0.224
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_snarks,0.4606741573033708
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_sports_understanding,0.46
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_temporal_sequences,0.284
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_tracking_shuffled_objects_five_objects,0.204
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.152
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_tracking_shuffled_objects_three_objects,0.316
BlackBeenie_Neos-Llama-3.1-base,leaderboard_bbh_web_of_lies,0.488
BlackBeenie_Neos-Llama-3.1-base,leaderboard_gpqa_diamond,0.24242424242424243
BlackBeenie_Neos-Llama-3.1-base,leaderboard_gpqa_extended,0.2509157509157509
BlackBeenie_Neos-Llama-3.1-base,leaderboard_gpqa_main,0.21875
BlackBeenie_Neos-Llama-3.1-base,leaderboard_math_algebra_hard,0.0
BlackBeenie_Neos-Llama-3.1-base,leaderboard_math_counting_and_prob_hard,0.0
BlackBeenie_Neos-Llama-3.1-base,leaderboard_math_geometry_hard,0.0
BlackBeenie_Neos-Llama-3.1-base,leaderboard_math_intermediate_algebra_hard,0.0
BlackBeenie_Neos-Llama-3.1-base,leaderboard_math_num_theory_hard,0.0
BlackBeenie_Neos-Llama-3.1-base,leaderboard_math_prealgebra_hard,0.0
BlackBeenie_Neos-Llama-3.1-base,leaderboard_math_precalculus_hard,0.0
BlackBeenie_Neos-Llama-3.1-base,leaderboard_musr_murder_mysteries,0.504
BlackBeenie_Neos-Llama-3.1-base,leaderboard_musr_object_placements,0.26171875
BlackBeenie_Neos-Llama-3.1-base,leaderboard_musr_team_allocation,0.284
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_boolean_expressions,0.872
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_causal_judgement,0.6096256684491979
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_date_understanding,0.708
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_disambiguation_qa,0.7
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_formal_fallacies,0.688
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_geometric_shapes,0.42
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_hyperbaton,0.856
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_logical_deduction_five_objects,0.644
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_logical_deduction_seven_objects,0.588
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_logical_deduction_three_objects,0.864
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_movie_recommendation,0.756
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_navigate,0.64
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_object_counting,0.364
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_penguins_in_a_table,0.5684931506849316
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_reasoning_about_colored_objects,0.724
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_ruin_names,0.756
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_salient_translation_error_detection,0.596
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_snarks,0.7865168539325843
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_sports_understanding,0.8
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_temporal_sequences,0.832
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_tracking_shuffled_objects_five_objects,0.192
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.188
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_tracking_shuffled_objects_three_objects,0.308
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_bbh_web_of_lies,0.448
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_gpqa_diamond,0.29292929292929293
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_gpqa_extended,0.3241758241758242
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_gpqa_main,0.28794642857142855
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_math_algebra_hard,0.3257328990228013
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_math_counting_and_prob_hard,0.07317073170731707
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_math_geometry_hard,0.06060606060606061
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_math_intermediate_algebra_hard,0.03214285714285714
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_math_num_theory_hard,0.17532467532467533
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_math_prealgebra_hard,0.34196891191709844
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_math_precalculus_hard,0.014814814814814815
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_musr_murder_mysteries,0.552
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_musr_object_placements,0.265625
BlackBeenie_Neos-Phi-3-14B-v0.1,leaderboard_musr_team_allocation,0.42
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_boolean_expressions,0.784
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_causal_judgement,0.6096256684491979
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_date_understanding,0.48
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_disambiguation_qa,0.656
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_formal_fallacies,0.576
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_geometric_shapes,0.316
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_hyperbaton,0.62
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_logical_deduction_five_objects,0.42
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_logical_deduction_seven_objects,0.456
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_logical_deduction_three_objects,0.604
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_movie_recommendation,0.56
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_navigate,0.532
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_object_counting,0.484
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_penguins_in_a_table,0.5068493150684932
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_reasoning_about_colored_objects,0.628
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_ruin_names,0.576
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_salient_translation_error_detection,0.516
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_snarks,0.5449438202247191
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_sports_understanding,0.784
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_temporal_sequences,0.464
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_tracking_shuffled_objects_five_objects,0.248
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.176
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_tracking_shuffled_objects_three_objects,0.284
BlackBeenie_llama-3-luminous-merged,leaderboard_bbh_web_of_lies,0.544
BlackBeenie_llama-3-luminous-merged,leaderboard_gpqa_diamond,0.2777777777777778
BlackBeenie_llama-3-luminous-merged,leaderboard_gpqa_extended,0.2948717948717949
BlackBeenie_llama-3-luminous-merged,leaderboard_gpqa_main,0.296875
BlackBeenie_llama-3-luminous-merged,leaderboard_math_algebra_hard,0.11726384364820847
BlackBeenie_llama-3-luminous-merged,leaderboard_math_counting_and_prob_hard,0.04878048780487805
BlackBeenie_llama-3-luminous-merged,leaderboard_math_geometry_hard,0.045454545454545456
BlackBeenie_llama-3-luminous-merged,leaderboard_math_intermediate_algebra_hard,0.017857142857142856
BlackBeenie_llama-3-luminous-merged,leaderboard_math_num_theory_hard,0.07142857142857142
BlackBeenie_llama-3-luminous-merged,leaderboard_math_prealgebra_hard,0.17616580310880828
BlackBeenie_llama-3-luminous-merged,leaderboard_math_precalculus_hard,0.044444444444444446
BlackBeenie_llama-3-luminous-merged,leaderboard_musr_murder_mysteries,0.556
BlackBeenie_llama-3-luminous-merged,leaderboard_musr_object_placements,0.3046875
BlackBeenie_llama-3-luminous-merged,leaderboard_musr_team_allocation,0.384
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_boolean_expressions,0.832
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_causal_judgement,0.5668449197860963
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_date_understanding,0.448
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_disambiguation_qa,0.608
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_formal_fallacies,0.536
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_geometric_shapes,0.412
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_hyperbaton,0.676
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_logical_deduction_five_objects,0.464
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_logical_deduction_seven_objects,0.432
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_logical_deduction_three_objects,0.636
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_movie_recommendation,0.792
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_navigate,0.54
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_object_counting,0.508
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_penguins_in_a_table,0.4726027397260274
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_reasoning_about_colored_objects,0.58
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_ruin_names,0.648
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_salient_translation_error_detection,0.468
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_snarks,0.6966292134831461
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_sports_understanding,0.744
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_temporal_sequences,0.236
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_tracking_shuffled_objects_five_objects,0.196
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.156
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_tracking_shuffled_objects_three_objects,0.34
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_bbh_web_of_lies,0.524
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_gpqa_diamond,0.23737373737373738
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_gpqa_extended,0.30952380952380953
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_gpqa_main,0.3169642857142857
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_math_algebra_hard,0.05863192182410423
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_math_counting_and_prob_hard,0.04878048780487805
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_math_geometry_hard,0.015151515151515152
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_math_intermediate_algebra_hard,0.02142857142857143
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_math_num_theory_hard,0.012987012987012988
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_math_prealgebra_hard,0.12953367875647667
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_math_precalculus_hard,0.037037037037037035
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_musr_murder_mysteries,0.58
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_musr_object_placements,0.421875
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,leaderboard_musr_team_allocation,0.32
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_boolean_expressions,0.684
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_causal_judgement,0.5614973262032086
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_date_understanding,0.436
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_disambiguation_qa,0.324
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_formal_fallacies,0.516
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_geometric_shapes,0.324
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_hyperbaton,0.552
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_logical_deduction_five_objects,0.396
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_logical_deduction_seven_objects,0.388
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_logical_deduction_three_objects,0.5
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_movie_recommendation,0.536
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_navigate,0.596
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_object_counting,0.4
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_penguins_in_a_table,0.3424657534246575
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_reasoning_about_colored_objects,0.48
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_ruin_names,0.468
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_salient_translation_error_detection,0.22
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_snarks,0.5674157303370787
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_sports_understanding,0.64
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_temporal_sequences,0.256
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_tracking_shuffled_objects_five_objects,0.16
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.152
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_tracking_shuffled_objects_three_objects,0.304
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_bbh_web_of_lies,0.5
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_gpqa_diamond,0.29292929292929293
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_gpqa_extended,0.3058608058608059
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_gpqa_main,0.2924107142857143
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_math_algebra_hard,0.15960912052117263
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_math_counting_and_prob_hard,0.056910569105691054
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_math_geometry_hard,0.022727272727272728
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_math_intermediate_algebra_hard,0.007142857142857143
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_math_num_theory_hard,0.045454545454545456
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_math_prealgebra_hard,0.13989637305699482
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_math_precalculus_hard,0.014814814814814815
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_musr_murder_mysteries,0.52
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_musr_object_placements,0.2421875
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,leaderboard_musr_team_allocation,0.388
BoltMonkey_DreadMix,leaderboard_bbh_boolean_expressions,0.856
BoltMonkey_DreadMix,leaderboard_bbh_causal_judgement,0.5989304812834224
BoltMonkey_DreadMix,leaderboard_bbh_date_understanding,0.46
BoltMonkey_DreadMix,leaderboard_bbh_disambiguation_qa,0.596
BoltMonkey_DreadMix,leaderboard_bbh_formal_fallacies,0.564
BoltMonkey_DreadMix,leaderboard_bbh_geometric_shapes,0.392
BoltMonkey_DreadMix,leaderboard_bbh_hyperbaton,0.756
BoltMonkey_DreadMix,leaderboard_bbh_logical_deduction_five_objects,0.428
BoltMonkey_DreadMix,leaderboard_bbh_logical_deduction_seven_objects,0.436
BoltMonkey_DreadMix,leaderboard_bbh_logical_deduction_three_objects,0.672
BoltMonkey_DreadMix,leaderboard_bbh_movie_recommendation,0.632
BoltMonkey_DreadMix,leaderboard_bbh_navigate,0.552
BoltMonkey_DreadMix,leaderboard_bbh_object_counting,0.428
BoltMonkey_DreadMix,leaderboard_bbh_penguins_in_a_table,0.5
BoltMonkey_DreadMix,leaderboard_bbh_reasoning_about_colored_objects,0.688
BoltMonkey_DreadMix,leaderboard_bbh_ruin_names,0.636
BoltMonkey_DreadMix,leaderboard_bbh_salient_translation_error_detection,0.5
BoltMonkey_DreadMix,leaderboard_bbh_snarks,0.6573033707865169
BoltMonkey_DreadMix,leaderboard_bbh_sports_understanding,0.788
BoltMonkey_DreadMix,leaderboard_bbh_temporal_sequences,0.576
BoltMonkey_DreadMix,leaderboard_bbh_tracking_shuffled_objects_five_objects,0.252
BoltMonkey_DreadMix,leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.232
BoltMonkey_DreadMix,leaderboard_bbh_tracking_shuffled_objects_three_objects,0.36
BoltMonkey_DreadMix,leaderboard_bbh_web_of_lies,0.484
BoltMonkey_DreadMix,leaderboard_gpqa_diamond,0.2676767676767677
BoltMonkey_DreadMix,leaderboard_gpqa_extended,0.2893772893772894
BoltMonkey_DreadMix,leaderboard_gpqa_main,0.32589285714285715
BoltMonkey_DreadMix,leaderboard_math_algebra_hard,0.23778501628664495
BoltMonkey_DreadMix,leaderboard_math_counting_and_prob_hard,0.07317073170731707
BoltMonkey_DreadMix,leaderboard_math_geometry_hard,0.06060606060606061
BoltMonkey_DreadMix,leaderboard_math_intermediate_algebra_hard,0.02142857142857143
BoltMonkey_DreadMix,leaderboard_math_num_theory_hard,0.14285714285714285
BoltMonkey_DreadMix,leaderboard_math_prealgebra_hard,0.3005181347150259
BoltMonkey_DreadMix,leaderboard_math_precalculus_hard,0.044444444444444446
BoltMonkey_DreadMix,leaderboard_musr_murder_mysteries,0.612
BoltMonkey_DreadMix,leaderboard_musr_object_placements,0.34765625
BoltMonkey_DreadMix,leaderboard_musr_team_allocation,0.304
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_boolean_expressions,0.824
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_causal_judgement,0.6096256684491979
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_date_understanding,0.444
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_disambiguation_qa,0.616
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_formal_fallacies,0.556
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_geometric_shapes,0.404
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_hyperbaton,0.58
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_logical_deduction_five_objects,0.384
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_logical_deduction_seven_objects,0.408
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_logical_deduction_three_objects,0.58
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_movie_recommendation,0.54
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_navigate,0.612
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_object_counting,0.456
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_penguins_in_a_table,0.4726027397260274
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_reasoning_about_colored_objects,0.596
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_ruin_names,0.712
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_salient_translation_error_detection,0.54
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_snarks,0.5617977528089888
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_sports_understanding,0.776
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_temporal_sequences,0.472
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_tracking_shuffled_objects_five_objects,0.204
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_tracking_shuffled_objects_seven_objects,0.164
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_tracking_shuffled_objects_three_objects,0.372
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_bbh_web_of_lies,0.504
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_gpqa_diamond,0.20707070707070707
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_gpqa_extended,0.3058608058608059
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_gpqa_main,0.28125
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_math_algebra_hard,0.15960912052117263
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_math_counting_and_prob_hard,0.032520325203252036
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_math_geometry_hard,0.030303030303030304
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_math_intermediate_algebra_hard,0.03214285714285714
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,leaderboard_math_num_theory_hard,0.09090909090909091
