point,domain_i,domain_j,p_i,p_j,first_order_i_minus_j,curvature_1M,relation,swap_tolerance_share_at_0.001B,swap_tolerance_share_at_1B,swap_tolerance_share_at_70B,swap_tolerance_share_at_1000B
p_ref,dm_mathematics,github,0.0268830894510259,0.1152733336192701,-1.7103098974432553,107.26741136177849,互补(互换受凸性惩罚),0.007388502569925531,0.014872685734450056,0.022715194673868688,0.02953748947525986
p*,dm_mathematics,github,0.0448152736693459,0.0790460862008018,-0.41315427729613763,45.006675619411645,互补(互换受凸性惩罚),0.011406485719882613,0.02296068463680812,0.03506807248419869,0.04560043780347909
p_ref,dm_mathematics,philpapers,0.0268830894510259,0.0054111255585165,-1.3071566546185514,74.65096515756274,互补(互换受凸性惩罚),0.008856713888315106,0.017828121605725777,0.02722906004834236,0.0354070518059158
p*,dm_mathematics,philpapers,0.0448152736693459,0.0044458356139571,-0.20321073489624908,-2.3931373443433017,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,dm_mathematics,stackexchange,0.0268830894510259,0.0999208133866591,-1.35476699693131,108.81174187468685,互补(互换受凸性惩罚),0.007335883866759248,0.014766766919569775,0.022553423858389272,0.029327132318817596
p*,dm_mathematics,stackexchange,0.0448152736693459,0.1294347138939774,-0.3217226701300282,41.347727658936336,互补(互换受凸性惩罚),0.011900480724191772,0.02395507184638751,0.03658680954689883,0.04757531324035125
p_ref,dm_mathematics,enron_emails,0.0268830894510259,0.0022591816301773,-1.6345279310930034,-127.75755023253801,可替代(无凸性惩罚),inf,inf,inf,inf
p*,dm_mathematics,enron_emails,0.0448152736693459,0.0015731864056306,-0.698536124458681,-333.56809821704746,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,dm_mathematics,gutenberg_pg_19,0.0268830894510259,0.0483168927472502,-1.603060288831689,111.3382889720823,互补(互换受凸性惩罚),0.007252171359102625,0.014598257833102441,0.022296058324566756,0.02899246947063508
p*,dm_mathematics,gutenberg_pg_19,0.0448152736693459,0.0384426250751941,-0.37779290567653145,49.71316934749812,互补(互换受凸性惩罚),0.010853119953276653,0.021846787055391097,0.03336680609153698,0.043388212071349797
p_ref,dm_mathematics,pile_cc,0.0268830894510259,0.1163173355471893,-1.4253016777928411,105.82176409554933,互补(互换受凸性惩罚),0.007438799105952254,0.01497393014314821,0.022869826224234353,0.02973856315554503
p*,dm_mathematics,pile_cc,0.0448152736693459,0.1495991771877273,-0.32888478741468363,39.570773328168954,互补(互换受凸性惩罚),0.012164746409459208,0.024487025439173672,0.037399267339213525,0.048631785079317924
p_ref,dm_mathematics,ubuntu_irc,0.0268830894510259,0.0198499537179258,0.0978115089631566,222.3849088845916,互补(互换受凸性惩罚),0.005131421299206951,0.010329294147479413,0.01577602940000018,0.020514211260533845
p*,dm_mathematics,ubuntu_irc,0.0448152736693459,0.0412334696901143,-0.011898279552736923,67.40359636096635,互补(互换受凸性惩罚),0.009320705673499729,0.01876211383745439,0.02865555528574617,0.0372619814539454
p_ref,dm_mathematics,europarl,0.0268830894510259,0.0131905705768079,-1.930296972538594,83.87622324688621,互补(互换受凸性惩罚),0.008355470212847079,0.0168191431840411,0.025688037688324904,0.03340319789254744
p*,dm_mathematics,europarl,0.0448152736693459,0.0056850989469004,-1.1170832004386626,-53.12606076238573,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,dm_mathematics,hackernews,0.0268830894510259,0.0116619852119038,-0.44795102545098464,184.15204393249567,互补(互换受凸性惩罚),0.005638999512085249,0.011351023675803689,0.01733652664671916,0.02254338915942101
p*,dm_mathematics,hackernews,0.0448152736693459,0.0370865525074324,0.014114362937927005,47.44052050661464,互补(互换受凸性惩罚),0.011110039578802975,0.022363953397732114,0.03415667917530944,0.044415316097253646
p_ref,dm_mathematics,pubmed_abstracts,0.0268830894510259,0.0667829932263871,-1.5267893787893692,107.16654998849043,互补(互换受凸性惩罚),0.007391978651108939,0.014879682911826526,0.0227258815295659,0.029551386027422945
p*,dm_mathematics,pubmed_abstracts,0.0448152736693459,0.0641841018028109,-0.38130141371416926,41.77797155107402,互补(互换受凸性惩罚),0.01183904452429791,0.02383140385208248,0.03639793024051647,0.04732970581305584
p_ref,dm_mathematics,uspto_backgrounds,0.0268830894510259,0.075329842062607,-1.623352429185731,107.33608711809212,互补(互换受凸性惩罚),0.0073861385365211075,0.01486792705357298,0.02270792669521012,0.02952803862765692
p*,dm_mathematics,uspto_backgrounds,0.0448152736693459,0.0662765423234883,-0.45393153435691813,42.59992499529215,互补(互换受凸性惩罚),0.011724272705831085,0.02360037392807913,0.03604507603563878,0.046870875170725225
p_ref,github,philpapers,0.1152733336192701,0.0054111255585165,0.403153242824704,-26.550994369433255,可替代(无凸性惩罚),inf,inf,inf,inf
p*,github,philpapers,0.0790460862008018,0.0044458356139571,0.20994354239988855,-34.601780658175066,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,github,stackexchange,0.1152733336192701,0.0999208133866591,0.35554290051194526,7.60978234769086,互补(互换受凸性惩罚),0.027739856561006023,0.05583894233587894,0.08528334883083033,0.1108973995016411
p*,github,stackexchange,0.0790460862008018,0.1294347138939774,0.09143160716610943,9.139084345104568,互补(互换受凸性惩罚),0.02531272995991255,0.050953258012952474,0.07782139659894269,0.10119432018936791
p_ref,github,enron_emails,0.1152733336192701,0.0022591816301773,0.07578196635025192,-228.959509759534,可替代(无凸性惩罚),inf,inf,inf,inf
p*,github,enron_emails,0.0790460862008018,0.0015731864056306,-0.28538184716254333,-365.77674153087924,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,github,gutenberg_pg_19,0.1152733336192701,0.0483168927472502,0.1072496086115664,10.136329445086307,互补(互换受凸性惩罚),0.024035323405748654,0.04838190257855923,0.07389414093639221,0.09608755027325155
p*,github,gutenberg_pg_19,0.0790460862008018,0.0384426250751941,0.035361371619606174,17.504526033666355,互补(互换受凸性惩罚),0.01829006086847853,0.036816976753597526,0.05623091949856154,0.07311934661883618
p_ref,github,pile_cc,0.1152733336192701,0.1163173355471893,0.28500821965041423,4.61980456855334,互补(互换受凸性惩罚),0.035602338640348105,0.07166572509085588,0.10945574497765326,0.14232974718915456
p*,github,pile_cc,0.0790460862008018,0.1495991771877273,0.084269489881454,7.362130014337187,互补(互换受凸性惩罚),0.02820256360689949,0.05677034845174075,0.08670589426882247,0.11274719306520274
p_ref,github,ubuntu_irc,0.1152733336192701,0.0198499537179258,1.808121406406412,121.18294935759559,互补(互换受凸性惩罚),0.00695135662534664,0.013992732835702307,0.02137123422477571,0.027789883161944105
p*,github,ubuntu_irc,0.0790460862008018,0.0412334696901143,0.4012559977434007,35.19495304713458,互补(互换受凸性惩罚),0.012898824495867793,0.025964687872173462,0.03965611525674224,0.05156645601515425
p_ref,github,europarl,0.1152733336192701,0.0131905705768079,-0.21998707509533855,-17.325736280109776,可替代(无凸性惩罚),inf,inf,inf,inf
p*,github,europarl,0.0790460862008018,0.0056850989469004,-0.703928923142525,-85.33470407621749,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,github,hackernews,0.1152733336192701,0.0116619852119038,1.2623588719922707,82.95008440549968,互补(互换受凸性惩罚),0.008401985208430187,0.016912775541166186,0.025831043279772523,0.03358915386664026
p*,github,hackernews,0.0790460862008018,0.0370865525074324,0.42726864023406463,15.231877192782871,互补(互换受凸性惩罚),0.01960711129430887,0.039468133316705505,0.060280056185583006,0.07838460337731658
p_ref,github,pubmed_abstracts,0.1152733336192701,0.0667829932263871,0.1835205186538862,5.964590461494447,互补(互换受凸性惩罚),0.03133285824886409,0.06307147483365139,0.09632966464798207,0.1252613722464957
p*,github,pubmed_abstracts,0.0790460862008018,0.0641841018028109,0.03185286358196837,9.569328237242253,互补(互换受凸性惩罚),0.024737146608746225,0.04979463754623933,0.07605182451731415,0.09889327379785512
p_ref,github,uspto_backgrounds,0.1152733336192701,0.075329842062607,0.08695746825752426,6.13412759109613,互补(互换受凸性惩罚),0.030896830205624084,0.06219377221432603,0.09498914107209833,0.12351823503889105
p*,github,uspto_backgrounds,0.0790460862008018,0.0662765423234883,-0.0407772570607805,10.391281681460384,互补(互换受凸性惩罚),0.023738636480374324,0.04778468665275397,0.07298200736084182,0.09490146596824471
p_ref,philpapers,stackexchange,0.0054111255585165,0.0999208133866591,-0.047610342312758736,-25.006663856524895,可替代(无凸性惩罚),inf,inf,inf,inf
p*,philpapers,stackexchange,0.0044458356139571,0.1294347138939774,-0.11851193523377912,-38.260728618650376,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,philpapers,enron_emails,0.0054111255585165,0.0022591816301773,-0.3273712764744521,-261.5759559637498,可替代(无凸性惩罚),inf,inf,inf,inf
p*,philpapers,enron_emails,0.0044458356139571,0.0015731864056306,-0.4953253895624319,-413.1765544946342,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,philpapers,gutenberg_pg_19,0.0054111255585165,0.0483168927472502,-0.2959036342131376,-22.480116759129444,可替代(无凸性惩罚),inf,inf,inf,inf
p*,philpapers,gutenberg_pg_19,0.0044458356139571,0.0384426250751941,-0.17458217078028238,-29.89528693008859,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,philpapers,pile_cc,0.0054111255585165,0.1163173355471893,-0.11814502317428976,-27.996641635662414,可替代(无凸性惩罚),inf,inf,inf,inf
p*,philpapers,pile_cc,0.0044458356139571,0.1495991771877273,-0.12567405251843455,-40.03768294941776,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,philpapers,ubuntu_irc,0.0054111255585165,0.0198499537179258,1.404968163581708,88.56650315337984,互补(互换受凸性惩罚),0.008131217533096003,0.016367733767927214,0.02499859578470873,0.032506688605955555
p*,philpapers,ubuntu_irc,0.0044458356139571,0.0412334696901143,0.19131245534351216,-12.204859916620364,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,philpapers,europarl,0.0054111255585165,0.0131905705768079,-0.6231403179200425,-49.94218248432553,可替代(无凸性惩罚),inf,inf,inf,inf
p*,philpapers,europarl,0.0044458356139571,0.0056850989469004,-0.9138724655424135,-132.73451703997245,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,philpapers,hackernews,0.0054111255585165,0.0116619852119038,0.8592056291675667,50.33363820128393,互补(互换受凸性惩罚),0.010786018658567742,0.021711715508871975,0.03316051003117072,0.04311995693203261
p*,philpapers,hackernews,0.0044458356139571,0.0370865525074324,0.21732509783417608,-32.16793577097207,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,philpapers,pubmed_abstracts,0.0054111255585165,0.0667829932263871,-0.2196327241708178,-26.651855742721306,可替代(无凸性惩罚),inf,inf,inf,inf
p*,philpapers,pubmed_abstracts,0.0044458356139571,0.0641841018028109,-0.17809067881792018,-37.830484726512694,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,philpapers,uspto_backgrounds,0.0054111255585165,0.075329842062607,-0.31619577456717973,-26.482318613119624,可替代(无凸性惩罚),inf,inf,inf,inf
p*,philpapers,uspto_backgrounds,0.0044458356139571,0.0662765423234883,-0.25072079946066905,-37.00853128229456,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,stackexchange,enron_emails,0.0999208133866591,0.0022591816301773,-0.27976093416169334,-227.41517924662563,可替代(无凸性惩罚),inf,inf,inf,inf
p*,stackexchange,enron_emails,0.1294347138939774,0.0015731864056306,-0.37681345432865276,-369.43568949135454,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,stackexchange,gutenberg_pg_19,0.0999208133866591,0.0483168927472502,-0.24829329190037885,11.68065995799467,互补(互换受凸性惩罚),0.022390131188228208,0.045070213018682526,0.06883616590786254,0.08951046007806207
p*,stackexchange,gutenberg_pg_19,0.1294347138939774,0.0384426250751941,-0.056070235546503255,13.845578073191042,互补(互换受凸性惩罚),0.02056528736070073,0.041396893762932346,0.06322587039813084,0.08221516514658463
p_ref,stackexchange,pile_cc,0.0999208133866591,0.1163173355471893,-0.07053468086153103,6.164135081461701,互补(互换受凸性惩罚),0.03082153436766238,0.06204220546253592,0.09475765172750583,0.1232172200496864
p*,stackexchange,pile_cc,0.1294347138939774,0.1495991771877273,-0.007162117284655434,3.703182053861875,互补(互换受凸性惩罚),0.03976516576641261,0.08004528766484918,0.12225393076256659,0.15897174754846363
p_ref,stackexchange,ubuntu_irc,0.0999208133866591,0.0198499537179258,1.4525785058944667,122.72727987050395,互补(互换受凸性惩罚),0.006907482200227229,0.013904415814708535,0.021236346796861948,0.027614483565350244
p*,stackexchange,ubuntu_irc,0.1294347138939774,0.0412334696901143,0.3098243905772913,31.53600508665927,互补(互换受凸性惩罚),0.013626583766012404,0.027429630844413997,0.0418935366206241,0.054475865814904226
p_ref,stackexchange,europarl,0.0999208133866591,0.0131905705768079,-0.5755299756072838,-15.781405767201417,可替代(无凸性惩罚),inf,inf,inf,inf
p*,stackexchange,europarl,0.1294347138939774,0.0056850989469004,-0.7953605303086344,-88.99365203669281,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,stackexchange,hackernews,0.0999208133866591,0.0116619852119038,0.9068159714803254,84.49441491840804,互补(互换受凸性惩罚),0.008324848280082075,0.016757502766610758,0.02559389369128841,0.03328077863259616
p*,stackexchange,hackernews,0.1294347138939774,0.0370865525074324,0.3358370330679552,11.57292923230756,互补(互换受凸性惩罚),0.022494103031698465,0.0452795031337674,0.0691558166953768,0.08992611496931523
p_ref,stackexchange,pubmed_abstracts,0.0999208133866591,0.0667829932263871,-0.17202238185805907,7.508920974402809,互补(互换受凸性惩罚),0.027925538843965387,0.05621271147445254,0.08585420999856933,0.11163971344506167
p*,stackexchange,pubmed_abstracts,0.1294347138939774,0.0641841018028109,-0.05957874358414106,5.910380276766942,互补(互换受凸性惩罚),0.03147622321891795,0.06336006134015394,0.09677042556988288,0.1258345115604514
p_ref,stackexchange,uspto_backgrounds,0.0999208133866591,0.075329842062607,-0.268585432254421,7.678458104004491,互补(互换受凸性惩罚),0.027615525970078974,0.055588671081516355,0.08490110715870575,0.1104003551430306
p*,stackexchange,uspto_backgrounds,0.1294347138939774,0.0662765423234883,-0.13220886422688993,6.732333720985073,互补(互换受凸性惩罚),0.029492223122811502,0.05936636848463297,0.09067082040773884,0.11790294743050218
p_ref,enron_emails,gutenberg_pg_19,0.0022591816301773,0.0483168927472502,0.03146764226131449,-224.88863214923018,可替代(无凸性惩罚),inf,inf,inf,inf
p*,enron_emails,gutenberg_pg_19,0.0015731864056306,0.0384426250751941,0.3207432187821495,-361.0702478027928,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,enron_emails,pile_cc,0.0022591816301773,0.1163173355471893,0.2092262533001623,-230.40515702576315,可替代(无凸性惩罚),inf,inf,inf,inf
p*,enron_emails,pile_cc,0.0015731864056306,0.1495991771877273,0.36965133704399733,-371.21264382212195,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,enron_emails,ubuntu_irc,0.0022591816301773,0.0198499537179258,1.73233944005616,-113.8420122367209,可替代(无凸性惩罚),inf,inf,inf,inf
p*,enron_emails,ubuntu_irc,0.0015731864056306,0.0412334696901143,0.686637844905944,-343.3798207893245,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,enron_emails,europarl,0.0022591816301773,0.0131905705768079,-0.29576904144559046,-252.35069787442626,可替代(无凸性惩罚),inf,inf,inf,inf
p*,enron_emails,europarl,0.0015731864056306,0.0056850989469004,-0.41854707597998164,-463.9094779126766,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,enron_emails,hackernews,0.0022591816301773,0.0116619852119038,1.1865769056420188,-152.0748771888168,可替代(无凸性惩罚),inf,inf,inf,inf
p*,enron_emails,hackernews,0.0015731864056306,0.0370865525074324,0.712650487396608,-363.3428966436763,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,enron_emails,pubmed_abstracts,0.0022591816301773,0.0667829932263871,0.10773855230363427,-229.06037113282204,可替代(无凸性惩罚),inf,inf,inf,inf
p*,enron_emails,pubmed_abstracts,0.0015731864056306,0.0641841018028109,0.3172347107445117,-369.0054455992169,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,enron_emails,uspto_backgrounds,0.0022591816301773,0.075329842062607,0.011175501907272345,-228.89083400322036,可替代(无凸性惩罚),inf,inf,inf,inf
p*,enron_emails,uspto_backgrounds,0.0015731864056306,0.0662765423234883,0.24460459010176283,-368.18349215499876,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,gutenberg_pg_19,pile_cc,0.0483168927472502,0.1163173355471893,0.17775861103884782,8.690682178857148,互补(互换受凸性惩罚),0.025957531804811744,0.052251211841812806,0.07980377385256558,0.1037720857822044
p*,gutenberg_pg_19,pile_cc,0.0384426250751941,0.1495991771877273,0.04890811826184782,12.068623742423663,互补(互换受凸性惩罚),0.022027309546446983,0.04433987122008399,0.06772070791797159,0.08805998478566227
p_ref,gutenberg_pg_19,ubuntu_irc,0.0483168927472502,0.0198499537179258,1.7008717977948455,125.2538269678994,互补(互换受凸性惩罚),0.006837460442037148,0.013763465521428035,0.02102107207053668,0.027334553102309263
p*,gutenberg_pg_19,ubuntu_irc,0.0384426250751941,0.0412334696901143,0.36589462612379453,39.90144677522106,互补(互换受凸性惩罚),0.012114235367151102,0.02438534924007132,0.03724397631124812,0.048429853853546534
p_ref,gutenberg_pg_19,europarl,0.0483168927472502,0.0131905705768079,-0.32723668370690495,-13.254858669805968,可替代(无凸性惩罚),inf,inf,inf,inf
p*,gutenberg_pg_19,europarl,0.0384426250751941,0.0056850989469004,-0.7392902947621312,-80.62821034813102,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,gutenberg_pg_19,hackernews,0.0483168927472502,0.0116619852119038,1.1551092633807043,87.02096201580349,互补(互换受凸性惩罚),0.008203107231652958,0.016512444131639346,0.025219613302441483,0.03279408665372089
p*,gutenberg_pg_19,hackernews,0.0384426250751941,0.0370865525074324,0.39190726861445846,19.938370920869346,互补(互换受凸性惩罚),0.017137422082739103,0.034496772589979914,0.05268724956559072,0.06851136879378443
p_ref,gutenberg_pg_19,pubmed_abstracts,0.0483168927472502,0.0667829932263871,0.07627091004231978,10.035468071798256,互补(互换受凸性惩罚),0.024155804829149738,0.048624425651418036,0.07426454873705811,0.09656920656855549
p*,gutenberg_pg_19,pubmed_abstracts,0.0384426250751941,0.0641841018028109,-0.003508508037637803,14.27582196532873,互补(互换受凸性惩罚),0.020253018861741957,0.040768312909663575,0.06226583286992616,0.0809667893878762
p_ref,gutenberg_pg_19,uspto_backgrounds,0.0483168927472502,0.075329842062607,-0.020292140354042143,10.205005201399938,互补(互换受凸性惩罚),0.023954312646130495,0.04821883197561808,0.07364508165029346,0.09576368837607308
p*,gutenberg_pg_19,uspto_backgrounds,0.0384426250751941,0.0662765423234883,-0.07613862868038668,15.097775409546859,互补(互换受凸性惩罚),0.01969399613960331,0.039643028160000336,0.06054717474667083,0.07873194848265502
p_ref,pile_cc,ubuntu_irc,0.1163173355471893,0.0198499537179258,1.5231131867559977,119.73730209136643,互补(互换受凸性惩罚),0.0069931942941588035,0.014076949968229013,0.021499859853957665,0.027957140287527153
p*,pile_cc,ubuntu_irc,0.1495991771877273,0.0412334696901143,0.3169865078619467,29.759050755891888,互补(互换受凸性惩罚),0.014027516612856445,0.028236688590594073,0.0431261636084364,0.056078700710319465
p_ref,pile_cc,europarl,0.1163173355471893,0.0131905705768079,-0.5049952947457528,-18.771383546338935,可替代(无凸性惩罚),inf,inf,inf,inf
p*,pile_cc,europarl,0.1495991771877273,0.0056850989469004,-0.788198413023979,-90.77060636746019,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,pile_cc,hackernews,0.1163173355471893,0.0116619852119038,0.9773506523418565,81.50443713927052,互补(互换受凸性惩罚),0.008476170859685595,0.017062107542703042,0.026059119469003824,0.03388573059141414
p*,pile_cc,hackernews,0.1495991771877273,0.0370865525074324,0.34299915035261064,9.79597490154018,互补(互换受凸性惩罚),0.02444930379487382,0.04921522437406699,0.07516688125706546,0.09774254616328777
p_ref,pile_cc,pubmed_abstracts,0.1163173355471893,0.0667829932263871,-0.10148770099652804,4.518943195265288,互补(互换受凸性惩罚),0.03599746247909463,0.07246108959458994,0.11067051276482942,0.14390935904121047
p*,pile_cc,pubmed_abstracts,0.1495991771877273,0.0641841018028109,-0.052416626299485625,4.133425945999561,互补(互换受凸性惩罚),0.03763875487609794,0.0757649290110278,0.11571649819446518,0.15047085867438956
p_ref,pile_cc,uspto_backgrounds,0.1163173355471893,0.075329842062607,-0.19805075139288997,4.688480324866971,互补(互换受凸性惩罚),0.03534062940260345,0.07113891749893296,0.10865114672150357,0.14128349542402335
p*,pile_cc,uspto_backgrounds,0.1495991771877273,0.0662765423234883,-0.1250467469422345,4.955379390217693,互补(互换受凸性惩罚),0.03437572557346234,0.06919661440314778,0.1056846486912102,0.13742603764713845
p_ref,ubuntu_irc,europarl,0.0198499537179258,0.0131905705768079,-2.0281084815017505,97.79176124270332,互补(互换受凸性惩罚),0.007738186540408068,0.015576582058521297,0.023790262238462128,0.030935443458498326
p*,ubuntu_irc,europarl,0.0412334696901143,0.0056850989469004,-1.1051849208859257,-62.93778333466279,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,ubuntu_irc,hackernews,0.0198499537179258,0.0116619852119038,-0.5457625344141412,198.0675819283128,互补(互换受凸性惩罚),0.005437304173467062,0.010945021057954968,0.0167164349788658,0.02173705879880185
p*,ubuntu_irc,hackernews,0.0412334696901143,0.0370865525074324,0.02601264249066393,37.62879793433758,互补(互换受凸性惩罚),0.012474701325151782,0.025110949165167592,0.03835219199254423,0.049870911678169025
p_ref,ubuntu_irc,pubmed_abstracts,0.0198499537179258,0.0667829932263871,-1.6246008877525258,121.08208798430753,互补(互换受凸性惩罚),0.006954251262526109,0.01399855959541147,0.021380133490414396,0.027801455238209098
p*,ubuntu_irc,pubmed_abstracts,0.0412334696901143,0.0641841018028109,-0.36940313416143233,31.966248978796955,互补(互换受凸性惩罚),0.0135345708511928,0.027244413453925018,0.04161065233482239,0.054108019897906805
p_ref,ubuntu_irc,uspto_backgrounds,0.0198499537179258,0.075329842062607,-1.7211639381488877,121.25162511390923,互补(互换受凸性惩罚),0.006949387755694028,0.013988769599671966,0.021365181136612947,0.02778201208575623
p*,ubuntu_irc,uspto_backgrounds,0.0412334696901143,0.0662765423234883,-0.4420332548041812,32.788202423015086,互补(互换受凸性惩罚),0.01336384792694529,0.02690075675543041,0.04108578218381785,0.0534255099399794
p_ref,europarl,hackernews,0.0131905705768079,0.0116619852119038,1.4823459470876093,59.55889629060741,互补(互换受凸性惩罚),0.00991555455240134,0.019959514846882853,0.030484357259881346,0.039640046878385474
p*,europarl,hackernews,0.0056850989469004,0.0370865525074324,1.1311975633765896,-82.9008591890145,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,europarl,pubmed_abstracts,0.0131905705768079,0.0667829932263871,0.40350759374922474,-17.426597653397828,可替代(无凸性惩罚),inf,inf,inf,inf
p*,europarl,pubmed_abstracts,0.0056850989469004,0.0641841018028109,0.7357817867244933,-88.56340814455511,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,europarl,uspto_backgrounds,0.0131905705768079,0.075329842062607,0.3069445433528628,-17.257060523796145,可替代(无凸性惩罚),inf,inf,inf,inf
p*,europarl,uspto_backgrounds,0.0056850989469004,0.0662765423234883,0.6631516660817445,-87.74145470033699,可替代(无凸性惩罚),inf,inf,inf,inf
p_ref,hackernews,pubmed_abstracts,0.0116619852119038,0.0667829932263871,-1.0788383533383845,82.84922303221163,互补(互换受凸性惩罚),0.008407097978190718,0.016923067290700183,0.025846761966926514,0.03360959351345122
p*,hackernews,pubmed_abstracts,0.0370865525074324,0.0641841018028109,-0.39541577665209626,12.003173124445247,互补(互换受凸性惩罚),0.02208728289803604,0.044460594573995565,0.06790508984701565,0.08829974409068958
p_ref,hackernews,uspto_backgrounds,0.0116619852119038,0.075329842062607,-1.1754014037347464,83.01876016181332,互补(互换受凸性惩罚),0.008398509294866853,0.016905778701200535,0.025820356939406063,0.03357525798458267
p*,hackernews,uspto_backgrounds,0.0370865525074324,0.0662765423234883,-0.46804589729484514,12.825126568663379,互补(互换受凸性惩罚),0.021367784688407544,0.04301228070294659,0.06569306626787572,0.08542336006114673
p_ref,pubmed_abstracts,uspto_backgrounds,0.0667829932263871,0.075329842062607,-0.09656305039636193,6.0332662178080785,互补(互换受凸性惩罚),0.031154019276224125,0.06271148093610945,0.09577984253716262,0.12454641624260648
p*,pubmed_abstracts,uspto_backgrounds,0.0641841018028109,0.0662765423234883,-0.07263012064274887,7.1625776131227585,互补(互换受凸性惩罚),0.02859273230561667,0.05755573850669723,0.0879054279853141,0.11430699543690993
